pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,orbital_period_days,semi_major_axis_au,planet_radius_re,pl_radj,planet_mass_me,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,planet_eq_temp_k,ttv_flag,st_refname,st_spectype,star_temp_k,st_rad,st_mass,star_metallicity,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,system_distance_pc,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
WTS-1 b,WTS-1,1,1,1,Transit,2012,United Kingdom Infrared Telescope,Published Confirmed,0,<a refstr=CAPPETTA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.427.1877C/abstract target=ref> Cappetta et al. 2012 </a>,3.352057,0.047,16.7,1.49,1274.44,4.01,Mass,0.1,,1500.0,0.0,<a refstr=CAPPETTA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012MNRAS.427.1877C/abstract target=ref> Cappetta et al. 2012 </a>,F6 V,6250.0,1.15,1.2,-0.5,[Fe/H],4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m56.41s,293.9850284,+36d17m46.66s,36.2962939,2346.01,16.644,15.271,16.4299,2014-05-14,2012-12,2014-05-14
AB Pic b,AB Pic,1,1,1,Imaging,2005,Paranal Observatory,Published Confirmed,0,<a refstr=CHAUVIN_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref> Chauvin et al. 2005 </a>,,260.0,,,4290.5,13.5,Mass,,,,0.0,<a refstr=CHAUVIN_ET_AL__2005 href=https://ui.adsabs.harvard.edu/abs/2005A&A...438L..29C/abstract target=ref> Chauvin et al. 2005 </a>,K2 V,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h19m12.94s,94.8039208,-58d03m14.83s,-58.0541184,50.0475,9.13,6.981,8.8378,2014-05-14,2005-08,2014-05-14
WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,1,1,1,Imaging,2012,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LEGGETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780...62L/abstract target=ref> Leggett et al. 2014 </a>,,8.0,10.468,0.934,6992.0,22.0,Mass,,,450.0,0.0,<a refstr=LEGGETT_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...780...62L/abstract target=ref> Leggett et al. 2014 </a>,T8.5,575.0,0.091,0.029,,,5.0,<a refstr=BOUVIER_AND_APPENZELLER_1992 href=https://ui.adsabs.harvard.edu/abs/1992A%26AS...92..481B/abstract target=ref> Bouvier and Appenzeller 1992 </a>,12h17m56.91s,184.487125,+16d26m40.2s,16.4445,,,,,2014-05-14,2014-01,2014-05-14
91 Aqr b,91 Aqr,1,3,1,Radial Velocity,2013,Lick Observatory,Published Confirmed,0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,181.4,0.7,,,1017.0,3.2,Msini,0.027,,,0.0,<a refstr=MITCHELL_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...555A..87M/abstract target=ref> Mitchell et al. 2013 </a>,K0 III,4665.0,11.0,1.4,-0.03,[Fe/H],2.52,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h15m53.88s,348.9745031,-09d05m16.11s,-9.0878076,44.0304,4.23946,1.597,3.95311,2014-05-14,2013-07,2014-05-14
HD 154857 c,HD 154857,1,1,2,Radial Velocity,2014,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..103W/abstract target=ref> Wittenmyer et al. 2014 </a>,3452.0,5.36,,,819.97,2.58,Msini,0.06,,,0.0,<a refstr=WITTENMYER_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783..103W/abstract target=ref> Wittenmyer et al. 2014 </a>,G5 V,5605.0,1.76,1.718,-0.2,[Fe/H],3.82,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h11m15.89s,257.816194,-56d40m51.74s,-56.681038,63.4482,7.24,5.509,7.04837,2014-05-14,2014-03,2014-05-14
HD 159243 c,HD 159243,1,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,248.4,0.8,,,603.9,1.9,Msini,0.075,,,0.0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,G0 V,6123.0,1.12,1.125,0.05,[Fe/H],4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055,8.65,7.297,8.51188,2014-05-14,2014-03,2014-05-14
HD 159243 b,HD 159243,1,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,12.62,0.11,,,359.13,1.13,Msini,0.02,,,0.0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,G0 V,6123.0,1.12,1.125,0.05,[Fe/H],4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h33m21.49s,263.3395365,+05d42m02.97s,5.7008254,73.3055,8.65,7.297,8.51188,2014-05-14,2014-03,2014-05-14
HD 13908 c,HD 13908,1,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,931.0,2.03,,,1630.4,5.13,Msini,0.12,,,0.0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,F8 V,6255.0,1.67,1.29,0.01,[Fe/H],4.11,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515,7.52,6.21,7.3845,2014-05-14,2014-03,2014-05-14
HD 13908 b,HD 13908,1,1,2,Radial Velocity,2013,Haute-Provence Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,19.382,0.154,,,274.91,0.865,Msini,0.02,,,0.0,<a refstr=MOUTOU_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A%26A...563A..22M/abstract target=ref> Moutou et al. 2014 </a>,F8 V,6255.0,1.67,1.29,0.01,[Fe/H],4.11,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901,79.5515,7.52,6.21,7.3845,2014-05-14,2014-03,2014-05-14
61 Vir d,61 Vir,1,1,3,Radial Velocity,2009,Multiple Observatories,Published Confirmed,0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,123.01,0.476,,,22.9,0.072,Msini,0.35,,,0.0,<a refstr=VOGT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708.1366V/abstract target=ref> Vogt et al. 2010 </a>,G5 V,5577.0,0.963,0.942,-0.01,[Fe/H],4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h18m23.15s,199.596455,-18d18m56.79s,-18.3157745,8.50332,4.6955,2.956,4.54052,2014-05-14,2010-01,2014-05-14
24 Sex c,24 Sex,1,1,2,Radial Velocity,2010,Lick Observatory,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,883.0,2.08,,,273.32,0.86,Msini,0.29,,,0.0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,,5098.0,4.9,1.54,-0.03,[Fe/H],3.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,6.4535,4.285,6.20374,2014-05-14,2011-01,2014-05-14
24 Sex b,24 Sex,1,1,2,Radial Velocity,2010,Lick Observatory,Published Confirmed,0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,452.8,1.333,,,632.46,1.99,Msini,0.09,,,0.0,<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>,,5098.0,4.9,1.54,-0.03,[Fe/H],3.5,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h23m28.44s,155.8684866,-00d54m08.64s,-0.9023998,72.0691,6.4535,4.285,6.20374,2014-05-14,2011-01,2014-05-14
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,1,Imaging,2010,Hubble Space Telescope,Published Confirmed,0,<a refstr=TODOROV_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...714L..84T/abstract target=ref> Todorov et al. 2010 </a>,,15.0,,,2383.6,7.5,Mass,,,,0.0,<a refstr=TODOROV_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...714L..84T/abstract target=ref> Todorov et al. 2010 </a>,M8.5,,,0.019,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h41m44.91s,70.4371079,+23d01m51.08s,23.0308544,,,13.161,18.9668,2014-05-14,2010-05,2014-05-14
WASP-8 c,WASP-8,1,2,2,Radial Velocity,2013,SuperWASP,Published Confirmed,0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,4323.0,5.28,,,3003.37,9.45,Msini,0.0,,,0.0,<a refstr=KNUTSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...785..126K/abstract target=ref> Knutson et al. 2014 </a>,,,,1.04,0.17,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h59m36.21s,359.9008737,-35d01m52.81s,-35.0313349,89.9606,9.789,8.086,9.61249,2014-05-14,2014-04,2014-05-14
Kepler-97 c,Kepler-97,1,1,2,Radial Velocity,2014,W. M. Keck Observatory,Published Confirmed,0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,789.0,,,,344.0,1.08,Mass,,,,0.0,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,,5779.0,0.98,0.94,-0.2,[Fe/H],4.43,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m18.37s,287.3265292,+48d40m24.04s,48.6733443,400.907,12.994,11.345,12.813,2014-05-14,2014-02,2014-05-14
HD 109271 c,HD 109271,1,1,2,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,30.93,0.196,,,24.154,0.076,Msini,0.15,,,0.0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,G5 V,5783.0,,1.047,0.1,[Fe/H],4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m35.38s,188.397397,-11d37m17.47s,-11.6215204,55.8716,8.04,6.495,7.87816,2014-05-14,2013-03,2014-05-14
HD 109271 b,HD 109271,1,1,2,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,7.8543,0.079,,,17.162,0.054,Msini,0.25,,,0.0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,G5 V,5783.0,,1.047,0.1,[Fe/H],4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h33m35.38s,188.397397,-11d37m17.47s,-11.6215204,55.8716,8.04,6.495,7.87816,2014-05-14,2013-03,2014-05-14
HD 103774 b,HD 103774,1,2,1,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,5.8881,0.07,,,116.0,0.367,Msini,0.09,,,0.0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,F5 V,6489.0,,1.335,0.28,[Fe/H],4.26,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h56m55.46s,179.2310729,-12d06m28.78s,-12.1079951,56.4089,7.13463,6.0,7.00938,2014-05-14,2013-03,2014-05-14
HD 102365 b,HD 102365,1,2,1,Radial Velocity,2010,Anglo-Australian Telescope,Published Confirmed,0,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..103T/abstract target=ref> Tinney et al. 2011 </a>,122.1,0.46,,,16.0,0.05,Msini,0.34,,,0.0,<a refstr=TINNEY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...727..103T/abstract target=ref> Tinney et al. 2011 </a>,,5630.0,,0.85,-0.26,[Fe/H],4.57,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m28.99s,176.6208003,-40d29m55.04s,-40.4986211,9.2894,4.89,3.489,4.71107,2014-05-14,2011-02,2014-05-14
UZ For b,UZ For,1,2,2,Eclipse Timing Variations,2011,Multiple Observatories,Published Confirmed,0,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,5840.0,5.9,,,2002.2,6.3,Mass,0.04,,,0.0,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,,,,0.7,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h35m28.67s,53.8694682,-25d44m21.79s,-25.7393857,,16.7753,14.776,16.6937,2014-05-14,2011-09,2014-05-14
BD+15 2940 b,BD+15 2940,1,1,1,Radial Velocity,2013,McDonald Observatory,Published Confirmed,0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,137.48,0.539,,,352.78,1.11,Msini,0.26,,,0.0,<a refstr=NOWAK_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...770...53N/abstract target=ref> Nowak et al. 2013 </a>,K0,4796.0,14.7,1.1,0.28,[Fe/H],2.8,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h00m22.95s,240.09564,+15d32m48.30s,15.5467507,426.42,9.01,6.525,8.7178,2014-05-14,2013-06,2014-05-14
UZ For c,UZ For,1,2,2,Eclipse Timing Variations,2011,Multiple Observatories,Published Confirmed,0,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,1916.25,2.8,,,2447.2,7.7,Mass,0.05,,,0.0,<a refstr=POTTER_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.416.2202P/abstract target=ref> Potter et al. 2011 </a>,,,,0.7,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h35m28.67s,53.8694682,-25d44m21.79s,-25.7393857,,16.7753,14.776,16.6937,2014-05-14,2011-09,2014-05-14
BD-06 1339 b,BD-06 1339,1,1,2,Radial Velocity,2013,La Silla Observatory,Published Confirmed,1,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,3.8728,0.0428,,,8.5,0.027,Msini,0.0,,,0.0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,4324.0,,0.7,-0.14,[Fe/H],4.74,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,9.7,6.305,9.10677,2014-05-14,2013-03,2014-05-14
BD-06 1339 c,BD-06 1339,1,1,2,Radial Velocity,2013,La Silla Observatory,Published Confirmed,0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,125.94,0.435,,,53.0,0.17,Msini,0.31,,,0.0,<a refstr=LO_CURTO_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..59L/abstract target=ref> Lo Curto et al. 2013 </a>,K7/M0 V,4324.0,,0.7,-0.14,[Fe/H],4.74,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695,9.7,6.305,9.10677,2014-05-14,2013-03,2014-05-14
BD+20 2457 c,BD+20 2457,1,1,2,Radial Velocity,2009,McDonald Observatory,Published Confirmed,0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,621.99,2.01,,,3963.17,12.47,Msini,0.18,,,0.0,<a refstr=NIEDZIELSKI_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...707..768N/abstract target=ref> Niedzielski et al. 2009 </a>,K2 II,4137.0,49.0,2.8,-1.0,[Fe/H],1.51,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71,9.743,6.42,9.22684,2014-05-14,2009-12,2014-05-14
BD-08 2823 c,BD-08 2823,1,1,2,Radial Velocity,2009,La Silla Observatory,Published Confirmed,0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,237.6,0.68,,,104.0,0.33,Msini,0.19,,,0.0,<a refstr=HEBRARD_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..46H/abstract target=ref> H&eacute;brard et al. 2010 </a>,K3 V,4746.0,,0.74,-0.07,[Fe/H],4.13,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342,9.86,7.323,9.50331,2014-05-14,2010-03,2014-05-14
CHXR 73 b,CHXR 73,1,1,1,Imaging,2006,Hubble Space Telescope,Published Confirmed,0,<a refstr=LUHMAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...649..894L/abstract target=ref> Luhman et al. 2006 </a>,,210.0,,,3994.486,12.569,Mass,,,,0.0,<a refstr=LUHMAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...649..894L/abstract target=ref> Luhman et al. 2006 </a>,M3.5,,,0.35,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.374,,10.703,17.2934,2014-05-14,2006-10,2014-05-14
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,Imaging,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LIU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref> Liu et al. 2011 </a>,10037.5,2.6,,,3337.1,10.5,Mass,,,370.0,0.0,<a refstr=LIU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref> Liu et al. 2011 </a>,,580.5,,0.021,,,4.725,<a refstr=DELORME_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...484..469D/abstract target=ref> Delorme et al. 2008 </a>,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,,,,,2014-05-14,2011-10,2014-05-14
tau Gem b,tau Gem,0,1,1,Radial Velocity,2013,Lick Observatory,Published Confirmed,0,<a refstr=MITCHELL_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003AAS...203.1703M/abstract target=ref> Mitchell et al. 2003 </a>,305.0,,,,5752.48,18.1,Msini,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4482.0,28.7152,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h11m08.33s,107.7847232,+30d14m41.84s,30.2449545,112.537,4.37799,1.681,4.03996,2014-05-16,2003-12,2014-05-16
NN Ser c,NN Ser,0,2,2,Eclipse Timing Variations,2010,Multiple Observatories,Published Confirmed,0,<a refstr=BEUERMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...521L..60B/abstract target=ref> Beuermann et al. 2010 </a>,5660.0,5.38,,,2196.11,6.91,Mass,,,,0.0,<a refstr=BEUERMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...521L..60B/abstract target=ref> Beuermann et al. 2010 </a>,WD,57000.0,,0.535,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h52m56.09s,238.2337015,+12d54m43.51s,12.9120871,515.818,16.943,16.168,16.5905,2014-05-16,2010-10,2014-05-16
kap And b,kap And,0,1,1,Imaging,2012,Subaru Telescope,Published Confirmed,0,<a refstr=CARSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...763L..32C/abstract target=ref> Carson et al. 2013 </a>,,61.0,,,4068.1,12.8,Mass,,,1680.0,0.0,<a refstr=CARSON_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...763L..32C/abstract target=ref> Carson et al. 2013 </a>,B9 IV,10700.0,,2.45,-0.32,[Fe/H],3.87,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h40m24.62s,355.1025974,+44d20m01.86s,44.3338511,50.0177,4.13791,4.571,4.13478,2014-05-16,2013-02,2014-05-16
DP Leo b,DP Leo,0,2,1,Eclipse Timing Variations,2009,Yunnan Astronomical Observatory,Published Confirmed,0,<a refstr=QIAN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708L..66Q/abstract target=ref> Qian et al. 2010 </a>,8693.0,8.6,,,1995.88832,6.28,Mass,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.684,18.6837,,18.6333,2014-05-16,2010-01,2014-05-16
NN Ser d,NN Ser,0,2,2,Eclipse Timing Variations,2010,Multiple Observatories,Published Confirmed,0,<a refstr=BEUERMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...521L..60B/abstract target=ref> Beuermann et al. 2010 </a>,2830.0,3.39,,,724.622,2.28,Mass,,,,0.0,<a refstr=BEUERMANN_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...521L..60B/abstract target=ref> Beuermann et al. 2010 </a>,WD,57000.0,,0.535,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h52m56.09s,238.2337015,+12d54m43.51s,12.9120871,515.818,16.943,16.168,16.5905,2014-05-16,2010-10,2014-05-16
